pc,effective_address,num_values,val0,val1,val2
4784936,69867520,1,262205,NAN,NAN
4784984,281474976689152,1,69867552,NAN,NAN
4779960,69867552,1,537133141,NAN,NAN
4782216,69867552,1,537133141,NAN,NAN
4782260,8436304,1,4782300,NAN,NAN
4782308,9168501,1,2,NAN,NAN
4782324,9169256,1,9304038,NAN,NAN
4782648,9304039,1,101,NAN,NAN
4782664,8436696,1,4782792,NAN,NAN
4782792,69867568,1,69867360,NAN,NAN
4782216,69867360,1,262205,NAN,NAN
4782260,8436112,1,4782272,NAN,NAN
4779960,69867360,1,262205,NAN,NAN
4780092,69867368,1,27479,NAN,NAN
4780096,10461088,1,115286016,NAN,NAN
4780104,115505880,1,116707744,NAN,NAN
4780112,116707752,1,116707680,NAN,NAN
4780116,116707688,1,81716464,NAN,NAN
4780120,81716466,1,4,NAN,NAN
4781352,281474976688848,2,69867360,4782284,NAN
4781356,281474976688832,2,0,1,NAN
4781360,281474976688816,2,8436440,65,NAN
4781364,281474976688800,2,2,1,NAN
4781368,281474976688784,2,2,69867568,NAN
4781372,281474976688768,2,281474976688864,0,NAN
4782288,116707680,1,7078,NAN,NAN
4782580,281474976688928,2,69867552,4782808,NAN
4782584,281474976688912,2,9304038,1,NAN
4782588,281474976688896,2,8436440,89,NAN
4782592,281474976688880,2,2,1,NAN
4782596,281474976688864,3,281474976688944,2,69867568
4782648,9304038,1,101,NAN,NAN
4782664,8436696,1,4782792,NAN,NAN
4782792,69867560,1,69867200,NAN,NAN
4782216,69867200,1,262205,NAN,NAN
4782260,8436112,1,4782272,NAN,NAN
4779960,69867200,1,262205,NAN,NAN
4780092,69867208,1,27478,NAN,NAN
4780096,10461088,1,115286016,NAN,NAN
4780104,115505872,1,116707488,NAN,NAN
4780112,116707496,1,116707616,NAN,NAN
4780116,116707624,1,81716448,NAN,NAN
4780120,81716450,1,4,NAN,NAN
4781352,281474976688848,2,69867200,4782284,NAN
4781356,281474976688832,2,0,1,NAN
4781360,281474976688816,2,8436440,65,NAN
4781364,281474976688800,2,1,0,NAN
4781368,281474976688784,2,2,69867560,NAN
4781372,281474976688768,2,281474976688864,0,NAN
4782288,116707616,1,7086,NAN,NAN
4782580,281474976688928,2,69867552,4782808,NAN
4782584,281474976688912,2,9304038,1,NAN
4782588,281474976688896,2,8436440,7167,NAN
4782592,281474976688880,2,1,0,NAN
4782596,281474976688864,3,281474976688944,2,69867560
4782580,281474976689008,2,69867552,4780308,NAN
4782584,281474976688992,2,4,69118560,NAN
4782588,281474976688976,2,4,1,NAN
4782592,281474976688960,2,69867520,1,NAN
4782596,281474976688944,3,281474976689024,2,84088208
4780320,69867552,1,537133141,NAN,NAN
4780328,10461128,1,19171360,NAN,NAN
7321452,19171392,2,31,5,NAN
7321780,19171384,2,20766976,31,NAN
7321796,19171416,1,5,NAN,NAN
7321812,20767168,1,0,NAN,NAN
7321984,19171400,1,5,NAN,NAN
7322024,281474976689008,2,69867552,4780420,NAN
7322028,281474976688992,2,14253,19171360,NAN
7322032,281474976688976,2,4,1,NAN
7322036,281474976688960,2,69867520,10458672,NAN
7322040,281474976688944,2,281474976689024,84088208,NAN
4780428,20767168,1,0,NAN,NAN
4781944,10461136,1,0,NAN,NAN
4781984,10465544,1,116711392,NAN,NAN
4781988,10465536,1,116707792,NAN,NAN
4782020,10465528,1,116707792,NAN,NAN
4782052,10465560,1,15,NAN,NAN
4782072,10465520,1,116707328,NAN,NAN
4782076,10465544,1,116711392,NAN,NAN
7205608,9766528,1,4,NAN,NAN
7205664,10492096,1,20843904,NAN,NAN
7205672,20843946,1,432,NAN,NAN
7205680,20843948,1,3664,NAN,NAN
7205692,20844408,1,65535,NAN,NAN
7206196,10482936,1,16,NAN,NAN
7206556,20844408,1,65535,NAN,NAN
7206584,20843920,1,81657856,NAN,NAN
7206588,281474976688944,2,14253,4,NAN
7206608,10482936,1,16,NAN,NAN
7206612,10493144,1,35864624,NAN,NAN
7206624,281474976688960,2,41472480,4782120,NAN
7206628,281474976688928,2,10462768,116707792,NAN
7206632,281474976688912,2,10458672,4,NAN
7206636,281474976688896,2,84088208,69867520,NAN
7206640,281474976688880,2,0,2,NAN
4782152,281474976689008,2,69867552,4780448,NAN
4782156,281474976688992,2,14253,0,NAN
4782160,281474976688976,2,281474976689024,20767168,NAN
4780460,116707808,1,0,NAN,NAN
4782924,69867552,1,537133141,NAN,NAN
4782952,8437072,1,4783024,NAN,NAN
4783032,9169256,1,9304038,NAN,NAN
4783044,9168501,1,2,NAN,NAN
4783292,9304039,1,101,NAN,NAN
4783352,69867568,1,69867360,NAN,NAN
4782924,69867360,1,262205,NAN,NAN
4782952,8436880,1,4783056,NAN,NAN
4783064,10461088,1,115286016,NAN,NAN
4783068,69867368,1,27479,NAN,NAN
4783076,115505880,1,116707744,NAN,NAN
4783084,116707752,1,116707680,NAN,NAN
4783088,116707688,1,81716464,NAN,NAN
4783092,81716464,1,262204,NAN,NAN
4782996,281474976688912,2,41472480,4783360,NAN
4783000,281474976688896,2,69867552,69867552,NAN
4783004,281474976688880,2,69867560,0,NAN
4783008,281474976688864,2,9304038,4,NAN
4783012,281474976688848,2,84088208,1,NAN
4783016,281474976688832,3,281474976688928,0,2
4783372,69867568,1,69867360,NAN,NAN
6758228,69867552,1,85,NAN,NAN
6758240,9168501,1,2,NAN,NAN
7205608,9766536,1,5,NAN,NAN
7205664,10492104,1,30288384,NAN,NAN
7205672,30288426,1,133,NAN,NAN
7205680,30288428,1,1422,NAN,NAN
7205692,30288608,1,8930339882835886079,NAN,NAN
7206196,10482944,1,32,NAN,NAN
7206556,30288608,1,8930339882835886079,NAN,NAN
7206584,30288400,1,75300864,NAN,NAN
7206588,281474976688848,2,24,69867552,NAN
7206608,10482944,1,32,NAN,NAN
7206612,10493144,1,35864640,NAN,NAN
7206624,281474976688864,2,41472480,6758260,NAN
7206628,281474976688832,2,85,2,NAN
7206632,281474976688816,2,9304038,4,NAN
7206636,281474976688800,2,84088208,1,NAN
7206640,281474976688784,2,0,2,NAN
6758268,69867552,1,537133141,NAN,NAN
6758284,69867552,1,537133141,NAN,NAN
6758300,69867552,1,537133141,NAN,NAN
6758316,69867552,1,537133141,NAN,NAN
6758332,69867552,1,537133141,NAN,NAN
6758348,69867552,1,537133141,NAN,NAN
6758484,69867560,1,69867200,NAN,NAN
6758484,69867568,1,69867360,NAN,NAN
6758504,281474976688912,2,69867552,4783392,NAN
6758508,281474976688896,2,81716464,69867552,NAN
6758512,281474976688880,2,281474976688928,69867560,NAN
4783292,9304038,1,101,NAN,NAN
4783352,69867560,1,69867200,NAN,NAN
4782924,69867200,1,262205,NAN,NAN
4782952,8436880,1,4783056,NAN,NAN
4783064,10461088,1,115286016,NAN,NAN
4783068,69867208,1,27478,NAN,NAN
4783076,115505872,1,116707488,NAN,NAN
4783084,116707496,1,116707616,NAN,NAN
4783088,116707624,1,81716448,NAN,NAN
4783092,81716448,1,262204,NAN,NAN
4782996,281474976688912,2,41472480,4783360,NAN
4783000,281474976688896,2,75346368,69867552,NAN
4783004,281474976688880,2,69867552,81716464,NAN
4783008,281474976688864,2,9304038,4,NAN
4783012,281474976688848,2,84088208,0,NAN
4783016,281474976688832,3,281474976688928,0,2
4782996,281474976689008,2,41472480,4780468,NAN
4783000,281474976688992,2,116707792,69867552,NAN
4783004,281474976688976,2,20767168,0,NAN
4783008,281474976688960,2,10458672,4,NAN
4783012,281474976688944,2,84088208,69867520,NAN
4783016,281474976688928,3,281474976689024,0,2
4780468,10461096,1,0,NAN,NAN
4781212,10465544,1,116711392,NAN,NAN
4781216,10465536,1,116707824,NAN,NAN
4781252,10465528,1,116707824,NAN,NAN
4781280,10465560,1,15,NAN,NAN
4781300,10465520,1,116707328,NAN,NAN
4781304,10465544,1,116711392,NAN,NAN
4781336,10461104,1,69843776,NAN,NAN
4781352,281474976689104,2,69843776,4785000,NAN
4781356,281474976689088,2,281474976689168,69118560,NAN
4781360,281474976689072,2,10458672,1,NAN
4781364,281474976689056,2,69867520,1,NAN
4781368,281474976689040,2,2,84088208,NAN
4781372,281474976689024,2,281474976689120,0,NAN
4785004,69867520,1,61,NAN,NAN
6762632,69118560,1,39,NAN,NAN
6762828,69118568,1,69867648,NAN,NAN
6762832,69867648,1,2,NAN,NAN
6762844,69867664,1,69118544,NAN,NAN
6762848,281474976689080,1,4788172,NAN,NAN
6762632,69118544,1,49,NAN,NAN
6762688,69118552,1,69864576,NAN,NAN
6762692,69864576,1,61,NAN,NAN
6762932,281474976689032,1,4788172,NAN,NAN
6762936,281474976689056,2,0,6762860,NAN
6762940,281474976689040,2,2,69118560,NAN
6762944,281474976689024,2,281474976689072,0,NAN
4788408,69864576,1,3407933,NAN,NAN
4788444,69864584,1,17,NAN,NAN
4787116,9913996,1,0,NAN,NAN
4787152,10459036,1,1,NAN,NAN
4787864,10459604,1,55922721,NAN,NAN
4787876,9169911,1,4,NAN,NAN
4787344,10461088,1,115286016,NAN,NAN
4787352,115286176,2,115286176,0,NAN
4787344,10461088,1,115286016,NAN,NAN
4787352,115286184,2,115286184,0,NAN
4788236,69864576,1,3407933,NAN,NAN
4788240,10459604,1,55922721,NAN,NAN
4788536,281474976689056,2,0,6762860,NAN
4788540,281474976689040,2,2,69118560,NAN
4788544,281474976689024,2,10458672,0,NAN
4788548,281474976689008,2,69867520,1,NAN
4788552,281474976688992,3,281474976689072,2,84088208
6762868,69118568,1,69867648,NAN,NAN
6762876,69867656,1,69867584,NAN,NAN
6762880,281474976689080,1,4788172,NAN,NAN
6762632,69867584,1,47,NAN,NAN
6762688,69867592,1,69867520,NAN,NAN
6762692,69867520,1,61,NAN,NAN
6762932,281474976689032,1,4788172,NAN,NAN
6762936,281474976689056,2,0,6762892,NAN
6762940,281474976689040,2,2,69118560,NAN
6762944,281474976689024,2,281474976689072,0,NAN
4788408,69867520,1,262205,NAN,NAN
4788444,69867528,1,27480,NAN,NAN
4787116,9913996,1,0,NAN,NAN
4787344,10461088,1,115286016,NAN,NAN
4787352,115505888,2,115505888,0,NAN
4788236,69867520,1,262205,NAN,NAN
4788240,10459604,1,55922721,NAN,NAN
4788536,281474976689056,2,0,6762892,NAN
4788540,281474976689040,2,2,69118560,NAN
4788544,281474976689024,2,10458672,0,NAN
4788548,281474976689008,2,69867520,1,NAN
4788552,281474976688992,3,281474976689072,2,84088208
6762904,281474976689104,2,69843776,4785084,NAN
6762908,281474976689088,2,281474976689200,69118560,NAN
6762912,281474976689072,2,281474976689120,0,NAN
4785196,281474976689160,1,69867520,NAN,NAN
4785200,69867520,1,61,NAN,NAN
4785220,281474976689168,2,116707792,0,NAN
4785236,69867528,1,27480,NAN,NAN
6765468,69867520,1,262205,NAN,NAN
6765496,8943776,1,6765512,NAN,NAN
6765512,281474976689104,2,69843776,4785252,NAN
6765516,281474976689088,2,0,69867520,NAN
6765520,281474976689072,2,10458672,61,NAN
6765524,281474976689056,3,281474976689120,0,1
4785260,10461088,1,115286016,NAN,NAN
4785268,115505888,1,0,NAN,NAN
4785276,10461112,1,115752960,NAN,NAN
4785280,115752960,2,58217,5,NAN
4785536,10461088,1,115286016,NAN,NAN
4785544,115505888,1,0,NAN,NAN
4785548,10461120,1,0,NAN,NAN
4785652,10465544,1,116711392,NAN,NAN
4785656,10465536,1,116707856,NAN,NAN
4785692,10465528,1,116707856,NAN,NAN
4785720,10465560,1,15,NAN,NAN
4785740,10465520,1,116707328,NAN,NAN
4785744,10465544,1,116711392,NAN,NAN
4785772,10461088,1,115286016,NAN,NAN
4785788,116707808,1,116707824,NAN,NAN
4785808,10461096,1,0,NAN,NAN
4785832,10465544,1,116711392,NAN,NAN
4785836,10465536,1,116707872,NAN,NAN
4785872,10465528,1,116707872,NAN,NAN
4785900,10465560,1,15,NAN,NAN
4785920,10465520,1,116707328,NAN,NAN
4785924,10465544,1,116711392,NAN,NAN
4786316,10461104,1,69843776,NAN,NAN
4786340,69843776,1,32,NAN,NAN
4786728,10459044,1,0,NAN,NAN
4784896,281474976692624,2,41472480,4564908,NAN
4784900,281474976692608,2,20823424,0,NAN
4784904,281474976692592,2,46357696,46357696,NAN
4784908,281474976692576,2,69843776,46357024,NAN
4784912,281474976692560,2,84088208,69118560,NAN
4784916,281474976692544,3,281474976692640,0,2
4564912,46357704,1,81374464,NAN,NAN
4564916,69843800,1,69843904,NAN,NAN
4564920,81374488,1,69845312,NAN,NAN
4564776,69843904,1,32,NAN,NAN
4564792,69843936,1,69118592,NAN,NAN
4564796,69118592,1,39,NAN,NAN
4564808,69118600,1,69867808,NAN,NAN
4564812,69867808,1,2,NAN,NAN
4564836,69867816,1,69867744,NAN,NAN
4569360,69867744,1,47,NAN,NAN
4569544,69867752,2,69867680,69867712,NAN
4779204,69867680,1,262205,NAN,NAN
4779960,69867680,1,262205,NAN,NAN
4780092,69867688,1,27481,NAN,NAN
4780096,10461088,1,115286016,NAN,NAN
4780104,115505896,1,0,NAN,NAN
4781352,281474976692512,2,69867712,4779248,NAN
4781356,281474976692496,2,46357696,69867680,NAN
4781360,281474976692480,2,46357024,46357696,NAN
4781364,281474976692464,2,69118592,69843904,NAN
4781368,281474976692448,2,0,84088208,NAN
4781372,281474976692432,2,281474976692528,0,NAN
4779256,69867712,1,537133146,NAN,NAN
4779312,69867680,1,262205,NAN,NAN
4779316,69867712,1,537133146,NAN,NAN
4779876,281474976692592,2,20823424,4569552,NAN
4779880,281474976692576,2,46357696,69867744,NAN
4779884,281474976692560,2,46357024,46357696,NAN
4779888,281474976692544,2,69118592,69843904,NAN
4779892,281474976692528,3,281474976692608,0,84088208
4569580,69867752,1,69867680,NAN,NAN
4569584,10465688,1,19660800,NAN,NAN
4569596,69867680,1,61,NAN,NAN
4569608,69867688,1,27481,NAN,NAN
4469920,20823432,1,104431096,NAN,NAN
4469932,20823440,1,214,NAN,NAN
4470032,104431128,1,29360128,NAN,NAN
4470224,281474976692592,2,20823424,4569624,NAN
4470228,281474976692576,2,69867680,27481,NAN
4470232,281474976692560,2,281474976692608,46357696,NAN
4569560,281474976692624,2,0,4564848,NAN
4569564,281474976692608,3,281474976692640,46357696,20823424
4564848,69118600,1,69867808,NAN,NAN
4564852,69867808,1,2,NAN,NAN
4564836,69867824,1,69118576,NAN,NAN
4569360,69118576,1,49,NAN,NAN
4569384,69118584,1,69864576,NAN,NAN
4569388,69864576,1,61,NAN,NAN
4569400,69864584,1,17,NAN,NAN
4469668,20823432,1,104431096,NAN,NAN
4469676,20823440,1,214,NAN,NAN
4469700,104431104,1,0,NAN,NAN
4469752,104431112,1,214,NAN,NAN
4569424,69864576,1,3407933,NAN,NAN
4569852,9169911,1,4,NAN,NAN
4569864,10459604,1,55922721,NAN,NAN
4569560,281474976692624,2,0,4564848,NAN
4569564,281474976692608,3,281474976692640,46357696,20823424
4564848,69118600,1,69867808,NAN,NAN
4564852,69867808,1,2,NAN,NAN
4783944,69843904,1,32,NAN,NAN
4784020,69843936,1,69118592,NAN,NAN
4784024,69118592,1,536870951,NAN,NAN
4784248,69843936,1,69118592,NAN,NAN
4784252,69118592,1,39,NAN,NAN
4784332,69118600,1,69867808,NAN,NAN
4784336,69867808,1,2,NAN,NAN
4784388,69867824,1,69118576,NAN,NAN
4784392,69118576,1,49,NAN,NAN
4784388,69867816,1,69867744,NAN,NAN
4784392,69867744,1,47,NAN,NAN
4784352,69867760,1,69867712,NAN,NAN
4784368,69867752,1,69867680,NAN,NAN
4784932,281474976689160,1,69867680,NAN,NAN
4784936,69867680,1,262205,NAN,NAN
4784984,281474976689152,1,69867712,NAN,NAN
4779960,69867712,1,537133146,NAN,NAN
4782216,69867712,1,537133146,NAN,NAN
4782260,8436344,1,4782300,NAN,NAN
4782308,9168506,1,2,NAN,NAN
4782324,9169296,1,9304038,NAN,NAN
4782648,9304039,1,101,NAN,NAN
4782664,8436696,1,4782792,NAN,NAN
4782792,69867728,1,19793024,NAN,NAN
4782216,19793024,1,54,NAN,NAN
4782260,8436056,1,4782348,NAN,NAN
4782348,19793032,1,8,NAN,NAN
4782580,281474976688928,2,69867712,4782808,NAN
4782584,281474976688912,2,9304038,1,NAN
4782588,281474976688896,2,8436440,94,NAN
4782592,281474976688880,2,2,1,NAN
4782596,281474976688864,3,281474976688944,2,69867728
4782648,9304038,1,101,NAN,NAN
4782664,8436696,1,4782792,NAN,NAN
4782792,69867720,1,69862592,NAN,NAN
4782216,69862592,1,134479933,NAN,NAN
4782260,8436112,1,4782272,NAN,NAN
4779960,69862592,1,134479933,NAN,NAN
4780092,69862600,1,27456,NAN,NAN
4780096,10461088,1,115286016,NAN,NAN
4780104,115505696,1,116707600,NAN,NAN
4780112,116707608,1,116707536,NAN,NAN
4780116,116707544,1,81716432,NAN,NAN
4780120,81716434,1,4,NAN,NAN
4781352,281474976688848,2,69862592,4782284,NAN
4781356,281474976688832,2,0,1,NAN
4781360,281474976688816,2,8436440,65,NAN
4781364,281474976688800,2,1,0,NAN
4781368,281474976688784,2,2,69867720,NAN
4781372,281474976688768,2,281474976688864,0,NAN
4782288,116707536,1,2,NAN,NAN
4782580,281474976688928,2,69867712,4782808,NAN
4782584,281474976688912,2,9304038,1,NAN
4782588,281474976688896,2,8436440,7068,NAN
4782592,281474976688880,2,1,0,NAN
4782596,281474976688864,3,281474976688944,2,69867720
4782580,281474976689008,2,69867712,4780308,NAN
4782584,281474976688992,2,4,69118592,NAN
4782588,281474976688976,2,4,1,NAN
4782592,281474976688960,2,69867680,1,NAN
4782596,281474976688944,3,281474976689024,2,84088208
4780320,69867712,1,537133146,NAN,NAN
4780328,10461128,1,19171360,NAN,NAN
7321452,19171392,2,31,6,NAN
7321780,19171384,2,20766976,31,NAN
7321796,19171416,1,6,NAN,NAN
7321812,20766992,1,116707536,NAN,NAN
7321852,19171368,2,19171368,4789752,NAN
4789764,69867712,1,537133146,NAN,NAN
4789796,116707544,1,81716432,NAN,NAN
4789800,81716434,1,4,NAN,NAN
4789840,116707552,1,116707568,NAN,NAN
4789848,116707576,1,69862592,NAN,NAN
4779204,69862592,1,134479933,NAN,NAN
4779960,69862592,1,134479933,NAN,NAN
4780092,69862600,1,27456,NAN,NAN
4780096,10461088,1,115286016,NAN,NAN
4780104,115505696,1,116707600,NAN,NAN
4780112,116707608,1,116707536,NAN,NAN
4780116,116707544,1,81716432,NAN,NAN
4780120,81716434,1,4,NAN,NAN
4781352,281474976688816,2,69867712,4779248,NAN
4781356,281474976688800,2,69867712,69862592,NAN
4781360,281474976688784,2,2,20766992,NAN
4781364,281474976688768,2,19171368,31,NAN
4781368,281474976688752,2,2,7070,NAN
4781372,281474976688736,2,281474976688832,0,NAN
4779252,116707544,1,81716432,NAN,NAN
4779256,69867712,1,537133146,NAN,NAN
4779312,81716432,1,262204,NAN,NAN
4779316,69867712,1,537133146,NAN,NAN
4779336,81716440,1,116707536,NAN,NAN
4779436,116707552,1,116707568,NAN,NAN
4779444,116707576,1,69862592,NAN,NAN
4779448,69862592,1,61,NAN,NAN
4779480,116707568,1,0,NAN,NAN
4779876,281474976688896,2,69867712,4789860,NAN
4779880,281474976688880,2,69867712,116707568,NAN
4779884,281474976688864,2,2,20766992,NAN
4779888,281474976688848,2,19171368,31,NAN
4779892,281474976688832,3,281474976688912,2,7070
4789864,116707568,1,0,NAN,NAN
4789908,281474976688928,2,19171360,7321864,NAN
4789912,281474976688912,2,281474976688944,1,NAN
7321900,19171420,1,0,NAN,NAN
7321928,19171384,1,20766976,NAN,NAN
7321936,20767184,1,0,NAN,NAN
7321984,19171400,1,6,NAN,NAN
7322024,281474976689008,2,69867712,4780420,NAN
7322028,281474976688992,2,7070,19171360,NAN
7322032,281474976688976,2,4,1,NAN
7322036,281474976688960,2,69867680,10458672,NAN
7322040,281474976688944,2,281474976689024,84088208,NAN
4780428,20767184,1,0,NAN,NAN
4781944,10461136,1,0,NAN,NAN
4781984,10465544,1,116711392,NAN,NAN
4781988,10465536,1,116707904,NAN,NAN
4782020,10465528,1,116707904,NAN,NAN
4782052,10465560,1,15,NAN,NAN
4782072,10465520,1,116707328,NAN,NAN
4782076,10465544,1,116711392,NAN,NAN
7205608,9766528,1,4,NAN,NAN
7205664,10492096,1,20843904,NAN,NAN
7205672,20843946,1,431,NAN,NAN
7205680,20843948,1,3665,NAN,NAN
7205692,20844408,1,131071,NAN,NAN
7206196,10482936,1,16,NAN,NAN
7206556,20844408,1,131071,NAN,NAN
7206584,20843920,1,81657856,NAN,NAN
7206588,281474976688944,2,7070,4,NAN
7206608,10482936,1,16,NAN,NAN
7206612,10493144,1,35864672,NAN,NAN
7206624,281474976688960,2,41472480,4782120,NAN
7206628,281474976688928,2,10462768,116707904,NAN
7206632,281474976688912,2,10458672,4,NAN
7206636,281474976688896,2,84088208,69867680,NAN
7206640,281474976688880,2,0,2,NAN
4782152,281474976689008,2,69867712,4780448,NAN
4782156,281474976688992,2,7070,0,NAN
4782160,281474976688976,2,281474976689024,20767184,NAN
4780460,116707920,1,0,NAN,NAN
4782924,69867712,1,537133146,NAN,NAN
4782952,8437112,1,4783024,NAN,NAN
4783032,9169296,1,9304038,NAN,NAN
4783044,9168506,1,2,NAN,NAN
4783292,9304039,1,101,NAN,NAN
4783352,69867728,1,19793024,NAN,NAN
4782924,19793024,1,54,NAN,NAN
4782952,8436824,1,4782992,NAN,NAN
4782996,281474976688912,2,41472480,4783360,NAN
4783000,281474976688896,2,69867712,69867712,NAN
4783004,281474976688880,2,69867720,0,NAN
4783008,281474976688864,2,9304038,4,NAN
4783012,281474976688848,2,84088208,1,NAN
4783016,281474976688832,3,281474976688928,0,2
4783372,69867728,1,19793024,NAN,NAN
4783292,9304038,1,101,NAN,NAN
4783352,69867720,1,69862592,NAN,NAN
4782924,69862592,1,134479933,NAN,NAN
4782952,8436880,1,4783056,NAN,NAN
4783064,10461088,1,115286016,NAN,NAN
4783068,69862600,1,27456,NAN,NAN
4783076,115505696,1,116707600,NAN,NAN
4783084,116707608,1,116707536,NAN,NAN
4783088,116707544,1,81716432,NAN,NAN
4783092,81716432,1,262204,NAN,NAN
4782996,281474976688912,2,41472480,4783360,NAN
4783000,281474976688896,2,69867712,69867712,NAN
4783004,281474976688880,2,69867712,19793024,NAN
4783008,281474976688864,2,9304038,4,NAN
4783012,281474976688848,2,84088208,0,NAN
4783016,281474976688832,3,281474976688928,0,2
4783372,69867720,1,69862592,NAN,NAN
6758228,69867712,1,90,NAN,NAN
6758240,9168506,1,2,NAN,NAN
7205608,9766536,1,5,NAN,NAN
7205664,10492104,1,30288384,NAN,NAN
7205672,30288426,1,132,NAN,NAN
7205680,30288428,1,1423,NAN,NAN
7205692,30288608,1,8930339882835902463,NAN,NAN
7205732,30288432,1,18446744073709551615,NAN,NAN
7205732,30288440,1,18446744073709551615,NAN,NAN
7205732,30288448,1,18446744073709551615,NAN,NAN
7205732,30288456,1,18446744073709551615,NAN,NAN
7205732,30288464,1,18446744073709551615,NAN,NAN
7205732,30288472,1,18446744073709551615,NAN,NAN
7205732,30288480,1,18446744073709551615,NAN,NAN
7205732,30288488,1,18446744073709551615,NAN,NAN
7205732,30288496,1,18446744073709551615,NAN,NAN
7205732,30288504,1,18446744073709551615,NAN,NAN
7205732,30288512,1,18446744073709551615,NAN,NAN
7205732,30288520,1,18446744073709551615,NAN,NAN
7205732,30288528,1,18446744073709551615,NAN,NAN
7205732,30288536,1,18446744073709551615,NAN,NAN
7205732,30288544,1,18446744073709551615,NAN,NAN
7205732,30288552,1,18446744073709551615,NAN,NAN
7205732,30288560,1,18446744073709551615,NAN,NAN
7205732,30288568,1,18446744073709551615,NAN,NAN
7205732,30288576,1,18446744073709551615,NAN,NAN
7205732,30288584,1,18446744073709551615,NAN,NAN
7205732,30288592,1,18446744073709551615,NAN,NAN
7205732,30288600,1,18446744073709551615,NAN,NAN
7205732,30288608,1,8930339882835902463,NAN,NAN
7206196,10482944,1,32,NAN,NAN
7206556,30288608,1,8930339882835902463,NAN,NAN
7206584,30288400,1,75300864,NAN,NAN
7206588,281474976688848,2,24,69867712,NAN
7206608,10482944,1,32,NAN,NAN
7206612,10493144,1,35864688,NAN,NAN
7206624,281474976688864,2,41472480,6758260,NAN
7206628,281474976688832,2,90,2,NAN
7206632,281474976688816,2,9304038,4,NAN
7206636,281474976688800,2,84088208,0,NAN
7206640,281474976688784,2,0,2,NAN
6758268,69867712,1,537133146,NAN,NAN
6758284,69867712,1,537133146,NAN,NAN
6758300,69867712,1,537133146,NAN,NAN
6758316,69867712,1,537133146,NAN,NAN
6758332,69867712,1,537133146,NAN,NAN
6758348,69867712,1,537133146,NAN,NAN
6758484,69867720,1,69862592,NAN,NAN
6758484,69867728,1,19793024,NAN,NAN
6758504,281474976688912,2,69867712,4783392,NAN
6758508,281474976688896,2,81716432,69867712,NAN
6758512,281474976688880,2,281474976688928,69867712,NAN
4782996,281474976689008,2,41472480,4780468,NAN
4783000,281474976688992,2,116707904,69867712,NAN
4783004,281474976688976,2,20767184,0,NAN
4783008,281474976688960,2,10458672,4,NAN
4783012,281474976688944,2,84088208,69867680,NAN
4783016,281474976688928,3,281474976689024,0,2
4780468,10461096,1,0,NAN,NAN
4781212,10465544,1,116711392,NAN,NAN
4781216,10465536,1,116707936,NAN,NAN
4781252,10465528,1,116707936,NAN,NAN
4781280,10465560,1,15,NAN,NAN
4781300,10465520,1,116707328,NAN,NAN
4781304,10465544,1,116711392,NAN,NAN
4781336,10461104,1,69843904,NAN,NAN
4781352,281474976689104,2,69843904,4785000,NAN
4781356,281474976689088,2,281474976689168,69118592,NAN
4781360,281474976689072,2,10458672,1,NAN
4781364,281474976689056,2,69867680,1,NAN
4781368,281474976689040,2,2,84088208,NAN
4781372,281474976689024,2,281474976689120,0,NAN
4785004,69867680,1,61,NAN,NAN
6762632,69118592,1,39,NAN,NAN
6762828,69118600,1,69867808,NAN,NAN
6762832,69867808,1,2,NAN,NAN
6762844,69867824,1,69118576,NAN,NAN
6762848,281474976689080,1,4788172,NAN,NAN
6762632,69118576,1,49,NAN,NAN
6762688,69118584,1,69864576,NAN,NAN
6762692,69864576,1,61,NAN,NAN
6762932,281474976689032,1,4788172,NAN,NAN
6762936,281474976689056,2,0,6762860,NAN
6762940,281474976689040,2,2,69118592,NAN
6762944,281474976689024,2,281474976689072,0,NAN
4788408,69864576,1,3407933,NAN,NAN
4788444,69864584,1,17,NAN,NAN
4787116,9913996,1,0,NAN,NAN
4787152,10459036,1,1,NAN,NAN
4787864,10459604,1,55922721,NAN,NAN
4787876,9169911,1,4,NAN,NAN
4787344,10461088,1,115286016,NAN,NAN
4787352,115286176,2,115286176,0,NAN
4787344,10461088,1,115286016,NAN,NAN
4787352,115286184,2,115286184,0,NAN
4788236,69864576,1,3407933,NAN,NAN
4788240,10459604,1,55922721,NAN,NAN
4788536,281474976689056,2,0,6762860,NAN
4788540,281474976689040,2,2,69118592,NAN
4788544,281474976689024,2,10458672,0,NAN
4788548,281474976689008,2,69867680,1,NAN
4788552,281474976688992,3,281474976689072,2,84088208
6762868,69118600,1,69867808,NAN,NAN
6762876,69867816,1,69867744,NAN,NAN
6762880,281474976689080,1,4788172,NAN,NAN
6762632,69867744,1,47,NAN,NAN
6762688,69867752,1,69867680,NAN,NAN
6762692,69867680,1,61,NAN,NAN
6762932,281474976689032,1,4788172,NAN,NAN
6762936,281474976689056,2,0,6762892,NAN
6762940,281474976689040,2,2,69118592,NAN
6762944,281474976689024,2,281474976689072,0,NAN
4788408,69867680,1,262205,NAN,NAN
4788444,69867688,1,27481,NAN,NAN
4787116,9913996,1,0,NAN,NAN
4787344,10461088,1,115286016,NAN,NAN
4787352,115505896,2,115505896,0,NAN
4788236,69867680,1,262205,NAN,NAN
4788240,10459604,1,55922721,NAN,NAN
